RA,DEC,DIST,MAG,TYPE,NAME,SIZE
120.43233,25.089465,145.9854,6.32,star A1V,"HIP 39263 ;HD  65856 ;HR  3132 ;BF  4Ome2Cnc ;",0
122.102685,-63.800821,250.6266,6.32,star B6V,"HIP 39843 ;HD  68423 ;HR  3217 ;",0
124.346385,-16.285111,273.9726,6.32,star A1V,"HIP 40604 ;HD  69665 ;HR  3257 ;BF  21    Pup ;",0
126.903285,45.652987,22.2519,6.32,star G5V,"HIP 41484 ;HD  71148 ;HR  3309 ;GL  Gl 307.1 ;",0
129.66789,-19.736904,361.0108,6.32,star M1III,"HIP 42394 ;HD  73603 ;HR  3425 ;",0
138.85395,-15.024908,111.6071,6.32,star A0V,"HIP 45424 ;HD  79752 ;HR  3675 ;",0
138.894675,-57.577742,337.8378,6.32,star G8II,"HIP 45437 ;HD  80126 ;HR  3693 ;",0
143.97036,14.379588,209.6436,6.32,star A1V,"HIP 47096 ;HD  83023 ;HR  3818 ;BF  7    Leo ;",0
149.2254,-27.475154,158.9825,6.32,star A4V,"HIP 48776 ;HD  86301 ;HR  3933 ;",0
157.476795,65.626233,101.2146,6.32,star K2III:,"HIP 51401 ;HD  90633 ;HR  4106 ;BF  35    UMa ;",0
161.095485,-59.99332,598.8024,6.32,star B0Ib:,"HIP 52526 ;HD  93206 ;",0
174.255075,-32.988184,71.1238,6.32,star F5V,"HIP 56657 ;HD  100953 ;HR  4473 ;",0
175.15419,-62.568102,100000,6.32,star O9.5Ib,"HIP 56961 ;HD  101545 ;",0
175.256505,-83.099937,110.4972,6.32,star K0III,"HIP 56996 ;HD  101782 ;HR  4507 ;",0
180.257235,-1.768166,157.9779,6.32,star G8III:,"HIP 58603 ;HD  104356 ;HR  4591 ;",0
185.172405,27.054545,91.8274,6.32,star F3V + F3V,"HIP 60197 ;HD  107398 ;HR  4698 ;",0
186.409485,-86.150613,224.2152,6.32,star K0III,"HIP 60638 ;HD  107739 ;HR  4709 ;",0
193.051065,17.073943,598.8024,6.32,star M0III,"HIP 62807 ;HD  111862 ;HR  4884 ;BF  32    Com ;",0
197.309325,-9.538098,127.8772,6.32,star K0,"HIP 64181 ;HD  114203 ;HR  4959 ;",0
197.97114,-63.302992,100000,6.32,star F0II,"HIP 64395 ;HD  114461 ;HR  4972 ;",0
203.62071,-48.272162,303.9514,6.32,star B8III,"HIP 66236 ;HD  117919 ;HR  5103 ;",0
204.800115,-75.683788,236.4066,6.32,star B8IV,"HIP 66607 ;HD  118285 ;HR  5115 ;",0
210.76698,-17.367012,111.8568,6.32,star K2/K3III,"HIP 68643 ;HD  122577 ;",0
214.455015,48.002004,70.5219,6.32,star F5,"HIP 69862 ;HD  125406 ;HR  5363 ;",0
218.548725,32.534477,40.568,6.32,star F5V,"HIP 71243 ;HD  128093 ;HR  5445 ;",0
228.13005,-48.218992,129.7017,6.32,star K2III,"HIP 74418 ;HD  134597 ;HR  5650 ;",0
232.33797,62.099529,215.5172,6.32,star K5,"HIP 75822 ;HD  138524 ;HR  5768 ;",0
234.565875,-28.206666,205.3388,6.32,star K1III,"HIP 76567 ;HD  139290 ;HR  5809 ;",0
236.41461,0.891039,194.1748,6.32,star K0III,"HIP 77186 ;HD  140815 ;HR  5861 ;",0
239.06013,-14.399402,61.8047,6.32,star F6V,"HIP 78059 ;HD  142640 ;HR  5927 ;",0
241.76406,-14.071292,27.1076,6.32,star G5V,"HIP 78955 ;HD  144585 ;HR  5996 ;",0
241.9662,-24.462349,119.4743,6.32,star B8IV/V,"HIP 79031 ;HD  144661 ;HR  5998 ;",0
243.663525,-18.535649,77.101,6.32,star K1III,"HIP 79605 ;HD  145997 ;HR  6053 ;",0
246.22563,-45.349499,90.0901,6.32,star A2/A3V,"HIP 80421 ;HD  147614 ;HR  6099 ;",0
252.59271,-2.654356,60.9385,6.32,star F1III-IV,"HIP 82405 ;HD  151900 ;HR  6248 ;",0
259.1226,60.670614,150.8296,6.32,star K1.5IIIb,"HIP 84496 ;HD  156947 ;HR  6448 ;",0
263.570295,-48.526787,124.3781,6.32,star G6/G8III,"HIP 85975 ;HD  158907 ;",0
269.3097,23.995889,28.2486,6.32,star G2V,"HIP 87895 ;HD  163840 ;HR  6697 ;GL  NN 4039A ;",0
271.530945,-0.446128,215.0538,6.32,star G8IIp,"HIP 88671 ;HD  165462 ;HR  6757 ;",0
271.776225,49.710441,221.2389,6.32,star A2V,"HIP 88754 ;HD  166228 ;HR  6792 ;",0
274.50399,-68.229257,186.9159,6.32,star B9V,"HIP 89674 ;HD  166841 ;HR  6808 ;",0
275.758785,-10.218983,102.5641,6.32,star B9.5V,"HIP 90083 ;HD  169009 ;HR  6878 ;",0
280.729575,-19.284209,310.559,6.32,star M4III,"HIP 91781 ;HD  172816 ;HR  7023 ;",0
284.74749,50.809143,131.7523,6.32,star G8III,"HIP 93197 ;HD  176707 ;HR  7196 ;",0
286.446375,29.921674,446.4286,6.32,star M0III,"HIP 93770 ;HD  178003 ;HR  7244 ;",0
289.65777,49.569456,136.0544,6.32,star K1III,"HIP 94890 ;HD  181597 ;HR  7341 ;",0
293.874195,-7.460283,117.3709,6.32,star K0,"HIP 96356 ;HD  184573 ;HR  7432 ;",0
299.6742,70.366949,138.1215,6.32,star G8III,"HIP 98333 ;HD  190252 ;HR  7666 ;",0
301.22253,68.027159,331.1258,6.32,star M3IIIa,"HIP 98890 ;HD  191372 ;HR  7704 ;",0
304.371075,42.72206,588.2353,6.32,star K4II:,"HIP 100016 ;HD  193217 ;HR  7762 ;",0
306.433815,10.055999,230.4147,6.32,star K5IIIvar,"HIP 100762 ;HD  194526 ;HR  7810 ;",0
309.38241,31.57254,261.7801,6.32,star B8IIIn,"HIP 101765 ;HD  196606 ;HR  7885 ;BF  48    Cyg ;",0
312.45108,7.864185,153.3742,6.32,star A1Vs,"HIP 102819 ;HD  198391 ;HR  7974 ;BF  14    Del ;",0
313.254795,-23.783203,107.7586,6.32,star K0III,"HIP 103071 ;HD  198732 ;HR  7989 ;",0
315.931155,46.86315,80,6.32,star F0IVn,"HIP 103949 ;HD  200753 ;HR  8074 ;",0
319.50198,-64.68158,157.9779,6.32,star B8V,"HIP 105148 ;HD  202299 ;HR  8125 ;",0
323.57151,-42.924679,114.5475,6.32,star K1IIICN...,"HIP 106500 ;HD  205096 ;HR  8241 ;",0
329.46276,74.996714,347.2222,6.32,star K5,"HIP 108420 ;HD  209258 ;HR  8395 ;",0
340.199805,-3.554239,34.5662,6.32,star F6V,"HIP 111965 ;HD  214810 ;HR  8629 ;",0
348.559875,50.617891,123.6094,6.32,star A0V,"HIP 114714 ;HD  219290 ;HR  8837 ;",0
349.864215,34.793183,305.8104,6.32,star B8III,"HIP 115148 ;HD  219927 ;HR  8873 ;",0
356.505165,-40.182565,67.4764,6.32,star A7V,"HIP 117219 ;HD  223011 ;HR  9001 ;",0
0.60069,8.956824,122.8501,6.33,star A6V,"HIP 186 ;HD  224995 ;HR  9092 ;BF  31    Psc ;",0
4.6773,-43.235571,112.4859,6.33,star K2III,"HIP 1502 ;HD  1483 ;HR  73 ;",0
18.520425,28.529575,408.1633,6.33,star M2S SB,"HIP 5772 ;HD  7351 ;HR  363 ;",0
20.27175,64.658131,78.125,6.33,star A2Vnn,"HIP 6312 ;HD  8003 ;HR  384 ;BF  35    Cas ;",0
25.33884,-79.1482,120.7729,6.33,star G6/G8III,"HIP 7879 ;HD  10859 ;HR  516 ;BF  Tau1Hyi ;",0
25.743,61.421073,446.4286,6.33,star B7II,"HIP 8020 ;HD  10362 ;HR  488 ;",0
25.81863,45.322649,57.7701,6.33,star K2IV,"HIP 8044 ;HD  10486 ;HR  495 ;",0
26.94903,-37.159483,157.2327,6.33,star K0III,"HIP 8369 ;HD  11050 ;HR  528 ;",0
26.95005,46.22975,58.8582,6.33,star F6V,"HIP 8370 ;HD  10874 ;HR  518 ;",0
34.743825,-25.945687,12.6695,6.33,star G8V,"HIP 10798 ;HD  14412 ;HR  683 ;GL  Gl 95 ;",0
47.016015,52.213511,227.2727,6.33,star B5V,"HIP 14566 ;HD  19268 ;HR  930 ;",0
51.54909,-41.63694,140.2525,6.33,star A1V,"HIP 16015 ;HD  21473 ;HR  1049 ;",0
63.21606,68.501154,115.6069,6.33,star K0,"HIP 19673 ;HD  26101 ;HR  1282 ;",0
68.92734,19.881791,133.8688,6.33,star G5II-III+..,"HIP 21408 ;HD  29104 ;HR  1455 ;",0
71.600685,-2.954532,99.108,6.33,star A2V,"HIP 22189 ;HD  30321 ;HR  1522 ;",0
74.064915,24.592218,42.6985,6.33,star F0,"HIP 22949 ;HD  31362 ;HR  1575 ;",0
76.95753,-12.592658,257.0694,6.33,star M1III,"HIP 23874 ;HD  33162 ;",0
78.446895,0.560423,307.6923,6.33,star M0V,"HIP 24377 ;HD  33946 ;HR  1703 ;",0
79.89702,-1.411892,219.2982,6.33,star B1.5Vn,"HIP 24847 ;HD  34748 ;HR  1748 ;",0
81.15042,2.353165,462.963,6.33,star B4IVn,"HIP 25288 ;HD  35407 ;HR  1786 ;",0
82.586475,-7.434811,729.927,6.33,star B2IV-V,"HIP 25786 ;HD  36285 ;HR  1840 ;",0
94.57026,46.360443,121.2121,6.33,star K2III,"HIP 29949 ;HD  43380 ;HR  2239 ;BF  43    Aur ;",0
96.4464,-3.889032,287.3563,6.33,star G9III,"HIP 30595 ;HD  45168 ;HR  2317 ;",0
103.251255,-26.957632,279.3296,6.33,star M6III,"HIP 33040 ;HD  50648 ;HR  2567 ;",0
110.26293,42.655913,215.0538,6.33,star K0,"HIP 35623 ;HD  56941 ;HR  2775 ;",0
113.84025,-74.274957,358.4229,6.33,star B9,"HIP 36914 ;HD  62153 ;HR  2979 ;",0
116.77401,-39.330996,200.4008,6.33,star Ap Si,"HIP 37982 ;HD  63401 ;HR  3032 ;",0
119.815725,-73.244171,130.039,6.33,star A3III,"HIP 39041 ;HD  66920 ;HR  3171 ;",0
126.818415,-31.672734,184.5018,6.33,star G8III,"HIP 41449 ;HD  71622 ;HR  3336 ;",0
129.03213,15.313632,77.7605,6.33,star F0IV,"HIP 42187 ;HD  72943 ;HR  3394 ;",0
130.97637,-68.21158,285.7143,6.33,star K3III:,"HIP 42850 ;HD  75116 ;HR  3491 ;",0
131.705175,-34.622945,384.6154,6.33,star B3V,"HIP 43114 ;HD  75112 ;HR  3490 ;",0
139.42623,-54.494829,268.0965,6.33,star K3III,"HIP 45603 ;HD  80435 ;HR  3700 ;",0
141.954765,-71.781101,56.9152,6.33,star F3/F5V,"HIP 46407 ;HD  82458 ;",0
143.890845,-19.583394,87.6424,6.33,star A0V,"HIP 47070 ;HD  83104 ;HR  3822 ;",0
145.554075,-66.91482,160,6.33,star A0V,"HIP 47591 ;HD  84416 ;",0
153.485685,-40.310774,139.8601,6.33,star G8III,"HIP 50122 ;HD  88836 ;HR  4019 ;",0
156.0549,2.368018,94.0734,6.33,star G9V,"HIP 50939 ;HD  90125 ;HR  4085 ;",0
156.653805,-0.988055,250.6266,6.33,star K0,"HIP 51117 ;HD  90473 ;",0
159.84519,-64.111788,146.1988,6.33,star B8V,"HIP 52160 ;HD  92536 ;",0
168.41706,41.088837,114.0251,6.33,star K2III,"HIP 54842 ;HD  97501 ;HR  4351 ;",0
171.60651,33.450608,56.8505,6.33,star F6IV,"HIP 55821 ;HD  99373 ;HR  4412 ;",0
184.206135,86.435819,39.5257,6.33,star F4V,"HIP 59879 ;HD  107113 ;HR  4683 ;",0
185.484435,47.182202,97.561,6.33,star K2III,"HIP 60305 ;HD  107610 ;",0
186.601605,71.929827,123.3046,6.33,star G8III:,"HIP 60699 ;HD  108399 ;HR  4740 ;",0
189.5184,3.282444,170.9402,6.33,star A1V,"HIP 61637 ;HD  109860 ;HR  4805 ;",0
191.107995,80.621024,143.6782,6.33,star A5m,"HIP 62170 ;HD  111112 ;HR  4852 ;",0
194.3028,-12.066947,243.9024,6.33,star K5,"HIP 63220 ;HD  112495 ;",0
206.73801,6.350375,31.6656,6.33,star G0V,"HIP 67246 ;HD  120066 ;HR  5183 ;",0
214.94889,38.794052,132.2751,6.33,star A2V,"HIP 70029 ;HD  125642 ;HR  5373 ;",0
216.55611,-42.318597,98.1354,6.33,star K3III,"HIP 70580 ;HD  126386 ;HR  5398 ;",0
221.49066,-15.459541,444.4444,6.33,star K2III,"HIP 72194 ;HD  129978 ;HR  5503 ;BF  5    Lib ;",0
227.081415,50.054955,139.0821,6.33,star K0III,"HIP 74083 ;HD  134493 ;HR  5648 ;",0
229.87521,32.514903,86.9565,6.33,star A2m,"HIP 75000 ;HD  136403 ;HR  5702 ;",0
234.839055,-23.150224,99.8004,6.33,star B9.5V,"HIP 76666 ;HD  139518 ;HR  5819 ;",0
240.33147,-31.889137,215.9827,6.33,star K4III,"HIP 78486 ;HD  143404 ;HR  5956 ;",0
242.26209,57.937883,123.6094,6.33,star A1V,"HIP 79125 ;HD  145674 ;HR  6036 ;",0
249.46998,78.918667,134.2282,6.33,star G9III,"HIP 81428 ;HD  151623 ;HR  6238 ;GL  Gl 635.1 ;",0
249.913035,-9.554589,40.0641,6.33,star F3V,"HIP 81580 ;HD  150177 ;HR  6189 ;",0
253.07397,-67.681633,134.9528,6.33,star K2III,"HIP 82539 ;HD  151404 ;HR  6231 ;",0
254.007675,-16.806263,42.0168,6.33,star K0/K1III/IV,"HIP 82861 ;HD  152781 ;HR  6284 ;",0
255.495735,8.450669,121.2121,6.33,star A4V,"HIP 83342 ;HD  153914 ;HR  6329 ;",0
259.05582,-26.546147,5.9705,6.33,star K5V,"HIP 84478 ;HD  156026 ;GL  Gl 664 ;",0
260.6634,-37.804637,100000,6.33,star B4Ia+...,"HIP 85020 ;HD  157038 ;HR  6450 ;",0
264.166665,69.57073,45.683,6.33,star F9V,"HIP 86184 ;HD  160933 ;HR  6598 ;",0
267.997695,-1.236806,110.8647,6.33,star K0,"HIP 87428 ;HD  162596 ;HR  6659 ;",0
269.36244,11.044543,114.9425,6.33,star A1V,"HIP 87910 ;HD  163772 ;HR  6696 ;",0
272.8116,-19.841958,101.5228,6.33,star A2V,"HIP 89114 ;HD  166393 ;HR  6798 ;",0
283.38834,75.787372,246.3054,6.33,star A1V,"HIP 92717 ;HD  176795 ;HR  7199 ;",0
290.53974,-42.016026,101.2146,6.33,star K1III,"HIP 95211 ;HD  181401 ;HR  7334 ;",0
291.02292,-68.371082,210.5263,6.33,star K2III,"HIP 95369 ;HD  181019 ;HR  7320 ;",0
294.0348,22.585763,204.918,6.33,star B9sp...,"HIP 96417 ;HD  184961 ;HR  7452 ;",0
294.956085,-23.4277,98.7167,6.33,star A0V,"HIP 96729 ;HD  185404 ;HR  7470 ;BF  53    Sgr ;",0
295.553385,12.193261,215.5172,6.33,star B9III,"HIP 96931 ;HD  186122 ;HR  7493 ;BF  46    Aql ;",0
299.64315,38.105693,440.5286,6.33,star B5IV,"HIP 98320 ;HD  189432 ;HR  7642 ;",0
312.47769,46.661337,492.6108,6.33,star B4V,"HIP 102827 ;HD  198625 ;HR  7983 ;",0
315.75747,14.730026,245.7002,6.33,star M1III,"HIP 103891 ;HD  200430 ;HR  8057 ;",0
321.102345,10.174252,113.6364,6.33,star F5III,"HIP 105695 ;HD  203842 ;HR  8191 ;",0
325.140435,-55.737977,221.2389,6.33,star K0III-IV,"HIP 107030 ;HD  205935 ;HR  8271 ;",0
329.555445,-5.424922,53.9374,6.33,star F5IV,"HIP 108453 ;HD  208703 ;HR  8376 ;",0
337.893135,29.542758,119.7605,6.33,star A5m,"HIP 111191 ;HD  213534 ;HR  8584 ;",0
339.945885,19.681125,205.7613,6.33,star A2V,"HIP 111884 ;HD  214698 ;HR  8624 ;BF  41    Peg ;",0
341.846805,58.483031,308.642,6.33,star B9.5IV,"HIP 112508 ;HD  215907 ;HR  8677 ;",0
343.297395,40.167361,304.878,6.33,star B7III-IV,"HIP 113009 ;HD  216538 ;HR  8706 ;",0
346.78932,-49.606135,398.4064,6.33,star K4III,"HIP 114159 ;HD  218255 ;HR  8791 ;",0
349.417005,-11.712942,121.3592,6.33,star A1/A2IV/V,"HIP 115015 ;HD  219659 ;HR  8856 ;",0
350.883105,0.291325,206.6116,6.33,star K2,"HIP 115476 ;HD  220406 ;HR  8897 ;",0
357.224745,59.97897,117.3709,6.33,star A0V,"HIP 117450 ;HD  223386 ;HR  9019 ;",0
2.46711,-62.296794,132.2751,6.34,star A6V,"HIP 798 ;HD  565 ;",0
3.77895,31.535725,286.533,6.34,star K5,"HIP 1208 ;HD  1075 ;HR  52 ;",0
21.44295,70.979887,145.1379,6.34,star A0Vnn,"HIP 6685 ;HD  8424 ;HR  398 ;",0
21.536475,34.5797,36.062,6.34,star F7V,"HIP 6702 ;HD  8673 ;HR  410 ;",0
25.14552,8.760769,54.7046,6.34,star F2,"HIP 7819 ;HD  10262 ;",0
36.243285,-2.780031,273.9726,6.34,star A0III,"HIP 11261 ;HD  15004 ;HR  704 ;BF  71    Cet ;",0
61.444635,-20.512563,88.574,6.34,star G8/K0III,"HIP 19111 ;HD  25944 ;HR  1274 ;",0
64.08729,-60.948482,126.2626,6.34,star Ap EuCr(Sr),"HIP 19917 ;HD  27463 ;HR  1357 ;",0
65.99901,24.300992,278.5515,6.34,star B3V,"HIP 20533 ;HD  27778 ;HR  1378 ;BF  62    Tau ;",0
69.006975,-3.611641,251.2563,6.34,star B7III,"HIP 21428 ;HD  29227 ;HR  1462 ;",0
71.42694,23.627996,210.5263,6.34,star B5III,"HIP 22128 ;HD  30122 ;HR  1512 ;",0
74.54547,-2.212738,133.3333,6.34,star A2V,"HIP 23092 ;HD  31739 ;HR  1596 ;",0
80.08629,-34.698856,160.5136,6.34,star F0/F2IV,"HIP 24909 ;HD  35046 ;HR  1766 ;",0
80.879445,5.323086,84.7458,6.34,star A2V,"HIP 25205 ;HD  35242 ;HR  1777 ;",0
86.118315,-20.126573,25.5428,6.34,star F8/G0V,"HIP 27075 ;HD  38382 ;HR  1980 ;",0
88.55844,-29.147206,53.9084,6.34,star F3V,"HIP 27901 ;HD  39891 ;HR  2068 ;",0
92.0964,41.055726,127.8772,6.34,star G9III,"HIP 29114 ;HD  41636 ;HR  2153 ;",0
104.834055,7.316967,293.2551,6.34,star B7III,"HIP 33644 ;HD  51892 ;HR  2613 ;",0
106.502025,-30.655711,257.732,6.34,star B3V,"HIP 34248 ;HD  54031 ;HR  2680 ;",0
108.451605,-22.905778,436.6812,6.34,star B2IV,"HIP 34940 ;HD  55856 ;HR  2733 ;",0
108.94707,-23.74028,253.8071,6.34,star A0V,"HIP 35132 ;HD  56341 ;HR  2755 ;",0
114.320535,-23.775399,775.1938,6.34,star F0Ib,"HIP 37089 ;HD  61227 ;HR  2933 ;",0
114.32415,40.025383,266.6667,6.34,star M1,"HIP 37091 ;HD  60654 ;HR  2915 ;",0
117.416565,-14.085359,282.4859,6.34,star K5III,"HIP 38206 ;HD  63696 ;",0
117.83475,-43.095232,602.4096,6.34,star B2IV-V,"HIP 38355 ;HD  64287 ;HR  3074 ;",0
120.25326,23.583093,87.9507,6.34,star K1III-IV,"HIP 39194 ;HD  65757 ;HR  3127 ;",0
120.47994,35.413069,250.6266,6.34,star K0,"HIP 39279 ;HD  65801 ;HR  3130 ;",0
120.608205,-6.337135,114.8106,6.34,star G0III,"HIP 39326 ;HD  66242 ;HR  3150 ;",0
121.67337,-48.497389,384.6154,6.34,star B3III,"HIP 39691 ;HD  67621 ;",0
127.873245,-54.39401,157.4803,6.34,star K3III,"HIP 41813 ;HD  72650 ;HR  3382 ;",0
129.74958,52.925079,226.2443,6.34,star K0,"HIP 42415 ;HD  73131 ;HR  3405 ;",0
130.181415,-57.54549,67.1592,6.34,star A3V,"HIP 42579 ;HD  74341 ;HR  3455 ;",0
133.10076,5.340311,309.5975,6.34,star A5V,"HIP 43570 ;HD  75811 ;HR  3526 ;",0
137.981805,5.468629,50.7357,6.34,star A9IVe...,"HIP 45150 ;HD  79066 ;HR  3649 ;",0
148.04994,0.07561,139.0821,6.34,star G9III,"HIP 48413 ;HD  85505 ;HR  3907 ;",0
149.48685,45.414298,121.2121,6.34,star K0III,"HIP 48861 ;HD  86166 ;HR  3929 ;",0
152.006895,-37.333445,135.318,6.34,star K0III,"HIP 49645 ;HD  88013 ;HR  3984 ;",0
152.745705,40.661608,192.6782,6.34,star K3III:,"HIP 49870 ;HD  88161 ;HR  3987 ;",0
155.543535,-58.265572,110.9878,6.34,star G6III,"HIP 50785 ;HD  90074 ;",0
155.961015,-57.953933,268.8172,6.34,star K5Ib-II,"HIP 50916 ;HD  90289 ;HR  4091 ;",0
161.593785,57.365914,214.5923,6.34,star M1III,"HIP 52685 ;HD  93132 ;HR  4202 ;BF  41    UMa ;",0
161.70036,-69.209786,763.3588,6.34,star A2IV,"HIP 52730 ;HD  93649 ;",0
163.387095,-15.445825,73.8007,6.34,star K2III,"HIP 53259 ;HD  94386 ;HR  4252 ;",0
165.902235,-13.43492,165.5629,6.34,star G8III,"HIP 54048 ;HD  95870 ;HR  4308 ;",0
167.873175,-71.436189,173.913,6.34,star K2/K3III,"HIP 54673 ;HD  97472 ;HR  4349 ;",0
177.84126,-12.187811,45.0653,6.34,star F1III-IV,"HIP 57819 ;HD  102990 ;HR  4547 ;",0
179.856765,-62.830948,100000,6.34,star A9Ib-II,"HIP 58469 ;HD  104111 ;",0
182.44617,74.661368,74.0192,6.34,star F6IV,"HIP 59291 ;HD  105678 ;HR  4627 ;",0
182.93709,57.054408,271.7391,6.34,star K5III,"HIP 59458 ;HD  106002 ;HR  4641 ;BF  68    UMa ;",0
183.303945,-34.125272,358.4229,6.34,star M4/M5Ib/II:,"HIP 59588 ;HD  106198 ;HR  4647 ;",0
183.40335,-33.792919,128.3697,6.34,star A0V,"HIP 59622 ;HD  106257 ;HR  4651 ;",0
183.48531,-78.573934,111.9821,6.34,star K2/K3IIICN.,"HIP 59647 ;HD  106248 ;HR  4649 ;",0
191.112945,44.103004,98.4252,6.34,star F6IV,"HIP 62172 ;HD  110834 ;HR  4843 ;",0
197.115975,-67.796762,281.6901,6.34,star M1III,"HIP 64117 ;HD  113919 ;",0
199.70136,-79.976017,147.0588,6.34,star B9.5/A0V,"HIP 64951 ;HD  115088 ;",0
200.5164,43.903379,118.9061,6.34,star A7m,"HIP 65230 ;HD  116303 ;HR  5045 ;",0
201.998625,52.745588,97.561,6.34,star F0,"HIP 65678 ;HD  117242 ;HR  5076 ;",0
207.90213,-36.433279,57.971,6.34,star F6V,"HIP 67648 ;HD  120672 ;HR  5208 ;",0
210.46119,68.678675,230.4147,6.34,star K5,"HIP 68537 ;HD  122909 ;HR  5282 ;",0
212.234415,-59.276712,381.6794,6.34,star B5IV,"HIP 69122 ;HD  123335 ;HR  5292 ;",0
220.49895,-77.011452,179.8561,6.34,star B9III,"HIP 71870 ;HD  128294 ;",0
221.978955,-12.840007,112.7396,6.34,star K0III,"HIP 72373 ;HD  130325 ;HR  5518 ;",0
224.53668,-48.863011,23.8493,6.34,star G5V,"HIP 73241 ;HD  131923 ;HR  5566 ;GL  Gl 570.1 ;",0
230.19591,-2.413331,35.0508,6.34,star K0V,"HIP 75101 ;HD  136442 ;HR  5706 ;",0
253.64982,-30.58734,208.7683,6.34,star A5IIIm...,"HIP 82731 ;HD  152431 ;HR  6273 ;",0
256.720665,-1.656186,90.4977,6.34,star A9V,"HIP 83738 ;HD  154660 ;HR  6361 ;",0
256.944525,40.516054,135.318,6.34,star A2IV,"HIP 83816 ;HD  155102 ;HR  6376 ;",0
257.9385,7.894762,136.0544,6.34,star K0III,"HIP 84113 ;HD  155500 ;HR  6390 ;",0
261.140835,15.606048,153.3742,6.34,star B9V,"HIP 85187 ;HD  157741 ;HR  6482 ;",0
261.154335,-18.445762,250,6.34,star B8V,"HIP 85195 ;HD  157546 ;HR  6473 ;",0
265.295805,15.178376,170.3578,6.34,star A1V,"HIP 86546 ;HD  160765 ;HR  6589 ;",0
271.16754,23.941999,61.5764,6.34,star F0IV-V,"HIP 88528 ;HD  165373 ;HR  6754 ;",0
272.14056,14.284716,156.4945,6.34,star A5m,"HIP 88862 ;HD  166095 ;HR  6784 ;",0
281.504775,-19.606357,222.7171,6.34,star M2/M3III,"HIP 92079 ;HD  173425 ;HR  7045 ;",0
287.46498,-0.428114,287.3563,6.34,star B5Vn,"HIP 94149 ;HD  178744 ;HR  7269 ;",0
287.757945,-39.004705,283.2861,6.34,star B7II/III,"HIP 94243 ;HD  178628 ;HR  7268 ;",0
290.701455,9.91315,37.5657,6.34,star F6V,"HIP 95253 ;HD  182101 ;HR  7354 ;",0
292.33707,20.279737,355.8719,6.34,star B5Vn,"HIP 95818 ;HD  183537 ;HR  7409 ;BF  7    Vul ;",0
296.686095,68.437998,175.1313,6.34,star F0III,"HIP 97326 ;HD  187764 ;HR  7563 ;",0
302.15949,10.725867,543.4783,6.34,star B3IV,"HIP 99234 ;HD  191263 ;HR  7700 ;",0
302.99124,-12.392403,143.8849,6.34,star K0III,"HIP 99529 ;HD  191753 ;HR  7712 ;BF  1Xi 1Cap ;",0
309.15972,-63.120963,50.813,6.34,star F2V,"HIP 101684 ;HD  195772 ;",0
310.80702,57.113996,100000,6.34,star B2III,"HIP 102258 ;HD  197770 ;HR  7940 ;",0
311.58849,52.995297,136.612,6.34,star K0,"HIP 102499 ;HD  198181 ;HR  7962 ;",0
315.96723,41.628175,96.3391,6.34,star F3IV,"HIP 103963 ;HD  200723 ;HR  8071 ;",0
316.189065,2.269771,121.0654,6.34,star G5,"HIP 104048 ;HD  200663 ;HR  8068 ;",0
331.790175,58.840718,208.3333,6.34,star G6III,"HIP 109190 ;HD  210220 ;HR  8442 ;",0
342.49677,-32.805457,68.8705,6.34,star F0V,"HIP 112746 ;HD  216042 ;HR  8680 ;",0
348.266625,29.441525,116.5501,6.34,star G8III,"HIP 114607 ;HD  219110 ;HR  8831 ;",0
349.785675,-79.472409,142.6534,6.34,star K0III,"HIP 115129 ;HD  219572 ;HR  8849 ;",0
352.00287,-35.544485,172.7116,6.34,star K2III,"HIP 115833 ;HD  220929 ;HR  8914 ;",0
358.58919,-27.042907,81.2348,6.34,star A2V+...,"HIP 117860 ;HD  223991 ;HR  9044 ;",0
3.79401,27.28344,135.1351,6.35,star A1Vn,"HIP 1215 ;HD  1083 ;HR  53 ;",0
4.057905,76.950755,192.3077,6.35,star B9Vn,"HIP 1296 ;HD  1141 ;HR  55 ;",0
4.92318,40.729461,175.1313,6.35,star K1III,"HIP 1575 ;HD  1527 ;HR  75 ;",0
16.45512,4.908372,40.6339,6.35,star F4V...,"HIP 5141 ;HD  6479 ;HR  313 ;BF  77    Psc ;",0
20.62701,-19.081208,61.5006,6.35,star F5/F6V,"HIP 6427 ;HD  8350 ;HR  394 ;",0
25.05462,53.868278,214.1328,6.35,star K5III,"HIP 7786 ;HD  10110 ;HR  470 ;",0
25.573725,58.627739,598.8024,6.35,star B8III,"HIP 7963 ;HD  10293 ;HR  482 ;",0
27.330885,-31.072463,154.0832,6.35,star K2/K3III,"HIP 8480 ;HD  11183 ;HR  532 ;",0
33.6582,28.691185,64.2261,6.35,star K1III,"HIP 10446 ;HD  13747 ;",0
37.01817,-64.299768,119.1895,6.35,star A0V,"HIP 11479 ;HD  15646 ;HR  734 ;",0
40.834305,-40.527905,182.4818,6.35,star B9V,"HIP 12708 ;HD  17098 ;HR  814 ;",0
40.963515,25.638343,104.2753,6.35,star A3V,"HIP 12744 ;HD  16955 ;HR  803 ;",0
43.21677,52.997353,307.6923,6.35,star B8III,"HIP 13424 ;HD  17743 ;HR  846 ;",0
55.04766,-15.226534,199.6008,6.35,star G8/K0III+..,"HIP 17136 ;HD  22905 ;HR  1120 ;",0
